"","symbol","MEcolor","gene.signif.corr","gene.signif.corr.pval"
"36","Capn6","pink",0.16756016439038,0.384949018974481
"37","Car14","pink",0.0371254825009927,0.848370291120385
"38","Cavin1","pink",0.289500686513536,0.127692496538557
"39","Ccdc102a","pink",0.206531590451544,0.282407784361676
"40","Ccdc113","pink",0.0540521363635756,0.780644405209734
"41","Ccdc17","pink",-0.130420192792247,0.50010176955025
"42","Ccdc24","pink",0.134626479489103,0.486256299907318
"43","Ccdc60","pink",-0.0237072993023292,0.90284448864297
"44","Cd59a","pink",0.151766318598196,0.431923180322489
"45","Cd74","pink",0.319798929455012,0.0908069331212182
"46","Cdkn1c","pink",0.232256675960301,0.225363980164696
"47","Cfap45","pink",0.0474289307802557,0.80698687086056
"48","Cfap53","pink",0.273488214116421,0.151135811606531
"49","Cfap61","pink",0.212552106296475,0.268299196342901
"50","Cish","pink",0.289204322407001,0.128100581878134
"51","Cldn1","pink",0.198823741282469,0.301150136968532
"52","Cldn2","pink",0.254925609691121,0.182005724224341
"53","Clec2d","pink",0.280823238000274,0.140040621800492
"54","Clic1","pink",0.291098270482936,0.125509076486164
"55","Clic3","pink",0.305950948935581,0.106505903973517
"56","Clic6","pink",0.198265976390868,0.302536004398686
"57","Cmtm8","pink",0.0407586191065669,0.8337269958558
"58","Cnmd","pink",0.151834356749436,0.431714349149055
"59","Coch","pink",0.212923104679816,0.267445009193909
"60","Col13a1","pink",0.286490008695538,0.131882697000607
"61","Col18a1","pink",0.300788500918712,0.11284970647739
"62","Col1a1","pink",0.285845490210963,0.132792630110152
"63","Col1a2","pink",0.228227460593646,0.233741850929947
"64","Col23a1","pink",0.201249729787813,0.295168809896777
"65","Col4a3","pink",0.0860404607192207,0.657197698438063
"66","Col4a4","pink",0.15006440372531,0.437164835642668
"67","Col6a2","pink",0.292562030398917,0.123532751827086
"68","Col6a3","pink",0.173699547673227,0.367518077904138
"69","Col8a1","pink",0.170804603202128,0.375678818626733
"70","Col8a2","pink",0.217377031498626,0.257327990698652
"71","Col9a2","pink",0.105335310995913,0.586570122450719
"72","Col9a3","pink",0.161681023687975,0.402079224443251
"73","Cox6b2","pink",0.0730484018572991,0.70648736663109
"74","Cpq","pink",0.127274169507784,0.510584622703206
"75","Cpt2","pink",0.04949820176737,0.798733113179161
"76","Cpxm2","pink",0.222869606755055,0.245201060871927
"77","Crb2","pink",0.0303192216243526,0.875932421533375
"78","Crhr2","pink",0.0345295263583322,0.858863860037376
"79","Crtap","pink",0.390632216979261,0.0361576583974186
"80","Csrp2","pink",0.110726000148077,0.567449257884474
"81","Ctf1","pink",0.209807391575671,0.274673492599081
"82","Dab1","pink",-0.184516984309669,0.337957865190216
"83","Dab2","pink",0.224981610947106,0.240640413112457
"84","Dbpht2","pink",0.0198358721957071,0.918653043759613
"85","Dnaic2","pink",-0.0246411414253009,0.899036450617271
"86","Dnajb13","pink",0.090256662495048,0.6414879273847
"87","Drc7","pink",0.163369718598756,0.397115261306168
"88","Ecrg4","pink",0.225204067439989,0.240163345260473
"89","Efs","pink",0.000267312264612858,0.998901954409951
"90","Elovl7","pink",0.170566555764632,0.376354526054121
"91","Emb","pink",0.190426907109532,0.322435699863033
"92","Enpp2","pink",0.236460889215199,0.216840378236951
"93","Ephx1","pink",0.202305528732013,0.292589325183591
"94","Epn3","pink",0.206910914404464,0.281505129663598
"95","Eps8l2","pink",0.136396970104022,0.480487591971582
"96","Esam","pink",0.329851807825455,0.0805583465057288
"97","Esrrb","pink",0.0663083686319536,0.732538370518294
"98","F5","pink",0.202473063007808,0.292181328881924
"99","Fam161a","pink",-0.0654693536410083,0.735802384283023
"100","Fam216b","pink",0.0622134404472457,0.74851102359543
"101","Fbln5","pink",0.30919330260552,0.102660235642118
"102","Fbln7","pink",0.0525577474026376,0.786568434789377
"103","Fgd3","pink",0.153070808217548,0.427928905813233
"104","Fhl3","pink",0.305747515995702,0.106750730515778
"105","Flnc","pink",0.0402167646145072,0.835907605265236
"106","Folr1","pink",0.257734176760879,0.177072407481026
"107","Frem1","pink",0.205689022708593,0.284419406272195
"108","Galm","pink",0.0906372692444207,0.640077063098614
"109","Gas2l2","pink",-0.0751669315446576,0.698363959980595
"110","Gas6","pink",0.158697686251225,0.410934060202777
"111","Gimap1","pink",0.369703731722411,0.0483920263006717
"112","Glb1l2","pink",0.078229855747185,0.686676910550498
"113","Gprc5c","pink",0.197644765819159,0.304084215281707
"114","Gpsm3","pink",0.0851122913187624,0.660675672207168
"115","Gpx8","pink",0.192595389705356,0.316852166617957
"116","Gstm2","pink",0.254469207849765,0.182816394906711
"117","Gstt2","pink",0.179753559514075,0.350792303696128
"118","H2-Eb1","pink",0.233880747438564,0.222045006285556
"119","Haus4","pink",0.106978600766917,0.580711573000471
"120","Hfe","pink",0.147661810321837,0.444622912512565
"121","Hic1","pink",0.32017535467254,0.0904061902925893
"122","Hspb1","pink",0.270872235416703,0.155241583121775
"123","Hspg2","pink",0.459852751148054,0.0120786844316966
"124","Htr2c","pink",0.387810104632066,0.0376448990829029
"125","Igf2","pink",0.218300585421229,0.255261945359062
"126","Igfbp2","pink",0.277957676551348,0.144302530189606
"127","Igfbp7","pink",0.410406574134328,0.0270118578356355
"128","Impa2","pink",0.149100021711414,0.440150253650808
"129","Inka2","pink",-0.28033335169999,0.140762672904427
"130","Inmt","pink",0.397639896333999,0.0326681510683526
"131","Irf1","pink",0.290175867576583,0.12676635228521
"132","Itga3","pink",-0.0382480072846822,0.84384046828921
"133","Itga5","pink",0.400180758691731,0.0314722130192115
"134","Itpripl1","pink",0.185997825917414,0.334026677515911
"135","Kcne2","pink",0.217849565988638,0.2562695398937
"136","Kcnj13","pink",0.250012981005183,0.190864499821736
"137","Kl","pink",0.288256172878708,0.129412580745118
"138","Klhdc7a","pink",-0.175434372159015,0.362678002469507
"139","Krt18","pink",0.251195447928488,0.188705363014045
"140","Lamb2","pink",0.192553909257009,0.316958408188833
"141","Lbp","pink",0.232942962773288,0.223957423276955
"142","Lepr","pink",0.230056473659809,0.229913387673688
"143","Lgals3","pink",0.101052945413923,0.60195729613156
"144","Llgl2","pink",0.22794853900039,0.234329407607627
"145","Loxl1","pink",0.23834230212957,0.213097821264056
"146","Lrrc40","pink",-0.0156732526011384,0.935684392161478
"147","Lrrc74b","pink",0.0284271812800491,0.883620974563418
"148","Ltbp3","pink",0.196158783194649,0.307807746392545
"149","Ltc4s","pink",0.180514455000695,0.348722857985522
"150","Maneal","pink",-0.252917077190252,0.185592200864744
"151","Map3k21","pink",-0.249974115492084,0.190935756513692
"152","Mapkapk3","pink",-0.00430181477386964,0.982330679972285
"153","Marveld1","pink",-0.0266048782807469,0.891035936818039
"154","Mdfic","pink",0.297172378782885,0.117457703830905
"155","Mgp","pink",0.351030859581284,0.0618844170414269
"156","Mia","pink",0.194617373612244,0.311700096214314
"157","Micall2","pink",0.129033483674177,0.504709100508613
"158","Mlf1","pink",0.111166684951962,0.565898682685308
"159","Mmp2","pink",0.230823126406364,0.228321224739182
"160","Morn3","pink",0.00746979782708398,0.969323239062977
"161","Mospd1","pink",-0.0745947419735192,0.700554828890022
"162","Mxra8","pink",0.23691152733668,0.215939922404366
"163","Mycbpap","pink",0.0373420912946976,0.84749581817204
"164","Myh11","pink",0.414502707781516,0.0253761392588147
"165","Myl9","pink",0.283189871689308,0.136590221840011
"166","Myo1e","pink",0.209923877491367,0.274401002211956
"167","Myo5c","pink",0.276321379685972,0.146777815182288
"168","Nek5","pink",0.204112463389437,0.28820792718616
"169","Ngfr","pink",0.25725989311596,0.177898834217069
"170","Nme5","pink",0.0361746306441513,0.852211051628825
"171","Nudt7","pink",0.317208409402935,0.0936014373805737
"172","Ormdl2","pink",0.0771286956720063,0.690870590942536
"173","Otx2","pink",0.239546817594256,0.210724992672282
"174","Pacc1","pink",-0.0819836118992484,0.672449900839139
"175","Pamr1","pink",0.182411915390214,0.343594195706821
"176","Pard6g","pink",0.0775034917969288,0.689442197594126
"177","Pcolce","pink",0.311827277272207,0.0996135961536389
"178","Pcolce2","pink",-0.0399956063522171,0.836797965318548
"179","Pcp4l1","pink",0.261549845515625,0.170521699235669
"180","Pde8b","pink",-0.293484452927313,0.122299149000944
"181","Perp","pink",0.120373049995998,0.533952988691771
"182","Phactr2","pink",0.117460873119699,0.543964519409644
"183","Pih1d2","pink",-0.0283177235808555,0.884066093529139
"184","Pla2g5","pink",0.405398650618052,0.0291271977591311
"185","Pon3","pink",0.27347591239099,0.151154934663201
"186","Ppp1r36","pink",0.0365949256599313,0.850512947779561
"187","Prcd","pink",0.292525661968792,0.123581576161768
"188","Prdm16","pink",0.321107905521917,0.0894191752393058
"189","Prelp","pink",0.344650077616297,0.0671134950756386
"190","Prlr","pink",0.319351396170121,0.0912851289171736
"191","Prps2","pink",-0.0902689519559415,0.641442352687731
"192","Ptpn18","pink",0.0514288799473439,0.791051228730999
"193","Rai14","pink",0.164035037340902,0.395169157085947
"194","Rbm47","pink",0.311329261597828,0.100184357563306
"195","Rd3","pink",0.0458056039343398,0.81347614572795
"196","Rdh5","pink",0.253020858969137,0.185405687608272
"197","Scarf1","pink",0.144275535775723,0.455249723951486
"198","Scube3","pink",0.20733109742463,0.280507402923544
"199","Sema3b","pink",0.193945878215582,0.313405274780532
"200","Sema3f","pink",0.195922637382045,0.308402082497371
"201","Septin10","pink",0.0993372222402487,0.608169898707537
"202","Serpinh1","pink",0.380704775284807,0.0416073717444616
"203","Sfrp1","pink",0.344612490611187,0.0671452821686365
"204","Six3","pink",0.201029814058352,0.295707901108838
"205","Slc12a4","pink",0.0659181962551199,0.73405569156673
"206","Slc12a7","pink",0.277582469856946,0.144867434207554
"207","Slc13a4","pink",0.176078874888665,0.360889508113612
"208","Slc16a2","pink",0.366820188445763,0.0503079047918371
"209","Slc16a8","pink",0.168324128396876,0.38275439505111
"210","Slc16a9","pink",0.260276532112303,0.172688382655428
"211","Slc1a5","pink",0.0158404260623669,0.934999817297707
"212","Slc22a8","pink",0.293508456366453,0.122267169628264
"213","Slc2a12","pink",0.237198304148269,0.215368214897722
"214","Slc31a1","pink",0.195857809164448,0.308565368486439
"215","Slc37a2","pink",0.0409077939020038,0.833126876011857
"216","Slc38a3","pink",0.159584060743447,0.408291882645199
"217","Slc39a4","pink",0.217497836894904,0.257057121600124
"218","Slc4a2","pink",0.0655338091484639,0.735551473102353
"219","Slc4a5","pink",0.227307442627132,0.235683634221688
"220","Slc5a6","pink",0.0619107141399229,0.749695978193618
"221","Smad6","pink",0.275707033518367,0.147715019668755
"222","Smim5","pink",0.0756481243273245,0.69652334290459
"223","Socs3","pink",0.274518540701273,0.149540330308827
"224","Sostdc1","pink",0.235065995949218,0.21964376049965
"225","Sowahc","pink",0.174242922708226,0.365998023629408
"226","Sox13","pink",0.277017094702218,0.145721667071561
"227","Spag16","pink",0.301543619437572,0.11190466461232
"228","Spata6","pink",0.249652925854497,0.191525337959472
"229","Spint2","pink",0.225546577290972,0.239430047388042
"230","Srf","pink",-0.187425063296096,0.330264233370374
"231","St6galnac2","pink",0.278167660057035,0.143987078806454
"232","Steap2","pink",0.238953889817998,0.211890764650308
"233","Sulf1","pink",0.191304066994722,0.320169891013013
"234","Susd2","pink",0.331170230983705,0.0792828422618683
"235","Syt9","pink",-0.0866474246360323,0.654927099591037
"236","Tagln","pink",0.281054617866391,0.139700523287781
"237","Tap2","pink",0.426184223633314,0.0211499665825679
"238","Tbck","pink",0.0234366777039321,0.903948432062474
"239","Tcn2","pink",0.0741642811278645,0.702204580866781
"240","Tctn2","pink",-0.0283306162344727,0.884013662669669
"241","Tead2","pink",0.309181032201159,0.102674590113155
"242","Tekt1","pink",0.0340784127295999,0.860689837636819
"243","Tgfbi","pink",0.344184823504787,0.0675077808801161
"244","Tgif1","pink",-0.108892808638484,0.573919952118183
"245","Tinagl1","pink",0.324953775344409,0.0854349453021419
"246","Tjp3","pink",0.25809035983002,0.176453543816106
"247","Tln1","pink",0.373419931926162,0.0460086397489425
"248","Tmem106a","pink",0.181379029031429,0.346380332054754
"249","Tmem255b","pink",0.207037849307832,0.281203482990053
"250","Tmem53","pink",0.0759633178684838,0.695318603952563
"251","Tmem72","pink",0.313010626867555,0.0982672069769612
"252","Tnfrsf1a","pink",0.145378147422884,0.451774784737094
"253","Tor3a","pink",0.14071844098888,0.466556218328269
"254","Trmt2b","pink",0.0767860571847318,0.692177336717774
"255","Trpv4","pink",0.235077735301576,0.219620065508612
"256","Ttc25","pink",0.138896862370596,0.472402611208056
"257","Ttll9","pink",0.113901514901662,0.556319198983878
"258","Ttr","pink",0.228218655472145,0.233760384114002
"259","Tuba1c","pink",0.259576441498443,0.173887900936999
"260","Tuft1","pink",0.289214738895751,0.128086222462798
"261","Uba7","pink",0.340954042357515,0.0702955272747195
"262","Ubxn10","pink",0.226323596338723,0.237772010976273
"263","Ucp2","pink",0.253858778865725,0.183904592584105
"264","Usp27x","pink",-0.232708546206992,0.224437196871489
"265","Vamp8","pink",0.0802062793501879,0.679172698756934
"266","Vat1l","pink",0.325403409996581,0.0849781176852839
"267","Vwa5b1","pink",0.0974704956937251,0.614959703111385
"268","Wfikkn2","pink",0.203894921592099,0.28873319432046
"269","Whrn","pink",0.25104225569338,0.188984123814061
"270","Zbtb8os","pink",-0.140811944921491,0.466257141317637
"271","Zc2hc1c","pink",0.275214846543381,0.14846897205428
"272","Zfp185","pink",0.136599993870651,0.479828345136772
"273","Zic4","pink",0.116700881597343,0.546591636562854
