"direction","geneID","gene_count","rank","gene_description","treatgo_descriptions","logFC","P.Value","chr"
"Up","Gsk3b",55,1,"glycogen synthase kinase 3 beta","positive regulation of cell projection organization; regulation of neurogenesis; cell junction assembly; regulation of membrane potential; forebrain development; dendrite development; positive regulation of nervous system development; regulation of cell growth; regulation of developmental growth; cellular component disassembly; protein localization to cell periphery; regulation of cellular component size; negative regulation of protein modification process; regulation of synapse structure or activity; regulation of synapse organization; proteasome-mediated ubiquitin-dependent protein catabolic process; regulation of protein-containing complex assembly; positive regulation of neurogenesis; positive regulation of cellular catabolic process; developmental growth involved in morphogenesis; nucleocytoplasmic transport; nuclear transport; developmental cell growth; regulation of GTPase activity; regulation of protein catabolic process; negative regulation of locomotion; telencephalon development; protein localization to nucleus; peptidyl-serine modification; synapse assembly; peptidyl-serine phosphorylation; dendrite morphogenesis; negative regulation of growth; regulation of cell junction assembly; neuron projection extension; regulation of cell size; negative regulation of cell projection organization; protein-containing complex localization; regulation of axonogenesis; positive regulation of GTPase activity; regulation of organelle assembly; neuron migration; pallium development; negative regulation of nervous system development; negative regulation of neurogenesis; regulation of dendrite development; regulation of synapse assembly; axon extension; neuron projection organization; regulation of extent of cell growth; protein localization to cell junction; negative regulation of developmental growth; regulation of postsynaptic membrane potential; cerebral cortex development; protein localization to synapse",0.233417081654581,0.0272,"16"
"Up","Pten",52,2,"phosphatase and tensin homolog","regulation of neurogenesis; cell junction assembly; regulation of membrane potential; forebrain development; dendrite development; regulation of cell growth; regulation of developmental growth; regulation of cellular component size; ameboidal-type cell migration; negative regulation of protein modification process; regulation of synapse structure or activity; cognition; regulation of synapse organization; gliogenesis; learning or memory; negative regulation of phosphorus metabolic process; negative regulation of phosphate metabolic process; developmental growth involved in morphogenesis; developmental cell growth; postsynapse organization; dephosphorylation; negative regulation of locomotion; vesicle-mediated transport in synapse; telencephalon development; peptidyl-serine modification; synapse assembly; peptidyl-serine phosphorylation; regulation of cell morphogenesis; synaptic vesicle cycle; locomotory behavior; glial cell differentiation; dendrite morphogenesis; negative regulation of growth; regulation of cell junction assembly; neuron projection extension; regulation of cell size; negative regulation of cell projection organization; regulation of axonogenesis; protein dephosphorylation; vesicle localization; central nervous system neuron differentiation; pallium development; negative regulation of nervous system development; negative regulation of neurogenesis; dendritic spine development; regulation of postsynapse organization; phosphatidylinositol metabolic process; neuron projection organization; negative regulation of developmental growth; regulation of postsynaptic membrane potential; dendritic spine organization; regulation of dendritic spine development",0.22275764044219,0.1832,"19"
"Up","Actr3",48,3,"ARP3 actin-related protein 3","positive regulation of cell projection organization; regulation of neurogenesis; cell junction assembly; dendrite development; positive regulation of nervous system development; regulation of cell growth; regulation of developmental growth; protein localization to cell periphery; regulation of cellular component size; actin filament organization; ameboidal-type cell migration; regulation of synapse structure or activity; regulation of synapse organization; regulation of actin filament-based process; regulation of protein-containing complex assembly; regulation of supramolecular fiber organization; gliogenesis; positive regulation of neurogenesis; developmental growth involved in morphogenesis; developmental cell growth; postsynapse organization; regulation of actin cytoskeleton organization; protein localization to plasma membrane; synapse assembly; regulation of cell morphogenesis; positive regulation of neuron projection development; glial cell differentiation; dendrite morphogenesis; negative regulation of growth; regulation of cell junction assembly; neuron projection extension; regulation of cell size; response to transforming growth factor beta; negative regulation of cell projection organization; cellular response to transforming growth factor beta stimulus; regulation of axonogenesis; negative regulation of nervous system development; negative regulation of neurogenesis; dendritic spine development; regulation of postsynapse organization; regulation of dendrite development; regulation of synapse assembly; axon extension; neuron projection organization; regulation of extent of cell growth; negative regulation of developmental growth; dendritic spine organization; regulation of dendritic spine development",0.101989567945183,0.3168,"1"
"Up","Wnt5a",46,4,"wingless-type MMTV integration site family, member 5A","positive regulation of cell projection organization; regulation of neurogenesis; cell junction assembly; forebrain development; dendrite development; positive regulation of nervous system development; regulation of cell growth; regulation of developmental growth; regulation of cellular component size; ameboidal-type cell migration; regulation of synapse structure or activity; regulation of synapse organization; positive regulation of neurogenesis; developmental growth involved in morphogenesis; transmembrane receptor protein serine/threonine kinase signaling pathway; developmental cell growth; postsynapse organization; regulation of GTPase activity; regulation of protein catabolic process; negative regulation of locomotion; telencephalon development; regulation of cellular response to growth factor stimulus; peptidyl-serine modification; synapse assembly; peptidyl-serine phosphorylation; regulation of cell morphogenesis; positive regulation of neuron projection development; dendrite morphogenesis; negative regulation of growth; regulation of cell junction assembly; neuron projection guidance; neuron projection extension; regulation of cell size; axon guidance; negative regulation of cell projection organization; regulation of axonogenesis; positive regulation of GTPase activity; regulation of organelle assembly; negative regulation of nervous system development; negative regulation of neurogenesis; regulation of postsynapse organization; regulation of dendrite development; regulation of synapse assembly; axon extension; regulation of extent of cell growth; negative regulation of developmental growth",0.375030616863048,0.0176,"14"
"Up","Pafah1b1",43,5,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1","positive regulation of cell projection organization; regulation of neurogenesis; forebrain development; dendrite development; positive regulation of nervous system development; regulation of cell growth; regulation of developmental growth; cellular component disassembly; establishment of organelle localization; regulation of cellular component size; ameboidal-type cell migration; regulation of synapse structure or activity; cognition; regulation of synapse organization; gliogenesis; learning or memory; positive regulation of neurogenesis; developmental growth involved in morphogenesis; developmental cell growth; postsynapse organization; regulation of GTPase activity; telencephalon development; regulation of cell morphogenesis; positive regulation of neuron projection development; locomotory behavior; dendrite morphogenesis; neuron projection extension; regulation of cell size; negative regulation of cell projection organization; regulation of axonogenesis; vesicle localization; neuron migration; central nervous system neuron differentiation; pallium development; dendritic spine development; regulation of postsynapse organization; regulation of dendrite development; axon extension; neuron projection organization; regulation of extent of cell growth; dendritic spine organization; cerebral cortex development; regulation of dendritic spine development",0.11993440956004,0.148,"11"
"Up","Slit2",43,6,"slit guidance ligand 2","regulation of neurogenesis; cell junction assembly; forebrain development; small GTPase-mediated signal transduction; positive regulation of nervous system development; regulation of cell growth; regulation of developmental growth; regulation of cellular component size; actin filament organization; ameboidal-type cell migration; negative regulation of protein modification process; regulation of synapse structure or activity; regulation of synapse organization; regulation of actin filament-based process; regulation of protein-containing complex assembly; regulation of supramolecular fiber organization; negative regulation of phosphorus metabolic process; negative regulation of phosphate metabolic process; developmental growth involved in morphogenesis; developmental cell growth; regulation of actin cytoskeleton organization; negative regulation of locomotion; telencephalon development; regulation of cellular response to growth factor stimulus; synapse assembly; negative regulation of growth; regulation of cell junction assembly; neuron projection guidance; neuron projection extension; regulation of cell size; axon guidance; negative regulation of cell projection organization; regulation of axonogenesis; regulation of small GTPase mediated signal transduction; central nervous system neuron differentiation; pallium development; negative regulation of nervous system development; negative regulation of neurogenesis; regulation of synapse assembly; axon extension; regulation of extent of cell growth; negative regulation of developmental growth; cerebral cortex development",0.297839521778731,0.2952,"5"
"Up","Ephb2",41,7,"Eph receptor B2","positive regulation of cell projection organization; regulation of neurogenesis; cell junction assembly; forebrain development; small GTPase-mediated signal transduction; dendrite development; positive regulation of nervous system development; protein localization to cell periphery; negative regulation of protein modification process; regulation of synapse structure or activity; cognition; regulation of synapse organization; learning or memory; negative regulation of phosphorus metabolic process; negative regulation of phosphate metabolic process; positive regulation of neurogenesis; postsynapse organization; telencephalon development; protein localization to plasma membrane; synapse assembly; regulation of cell morphogenesis; positive regulation of neuron projection development; dendrite morphogenesis; regulation of cell junction assembly; neuron projection guidance; axon guidance; negative regulation of cell projection organization; regulation of axonogenesis; regulation of organelle assembly; regulation of small GTPase mediated signal transduction; learning; central nervous system neuron differentiation; negative regulation of nervous system development; negative regulation of neurogenesis; dendritic spine development; regulation of postsynapse organization; regulation of dendrite development; regulation of synapse assembly; neuron projection organization; dendritic spine organization; regulation of dendritic spine development",0.0160010022061341,0.888,"4"
"Up","Reln",40,8,"reelin","positive regulation of cell projection organization; regulation of neurogenesis; cell junction assembly; regulation of membrane potential; forebrain development; small GTPase-mediated signal transduction; dendrite development; positive regulation of nervous system development; regulation of synapse structure or activity; cognition; regulation of synapse organization; gliogenesis; learning or memory; positive regulation of neurogenesis; postsynapse organization; telencephalon development; synapse assembly; regulation of cell morphogenesis; positive regulation of neuron projection development; locomotory behavior; glial cell differentiation; dendrite morphogenesis; neuron projection guidance; axon guidance; protein-containing complex localization; regulation of small GTPase mediated signal transduction; learning; neuron migration; pallium development; dendritic spine development; regulation of postsynapse organization; regulation of dendrite development; neuron projection organization; protein localization to cell junction; regulation of postsynaptic membrane potential; synaptic transmission, glutamatergic; dendritic spine organization; cerebral cortex development; protein localization to synapse; regulation of dendritic spine development",0.321412911111987,0.5324,"5"
"Up","Sema4d",40,9,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","positive regulation of cell projection organization; regulation of neurogenesis; cell junction assembly; small GTPase-mediated signal transduction; dendrite development; positive regulation of nervous system development; regulation of cell growth; regulation of developmental growth; regulation of cellular component size; ameboidal-type cell migration; negative regulation of protein modification process; regulation of synapse structure or activity; regulation of synapse organization; negative regulation of phosphorus metabolic process; negative regulation of phosphate metabolic process; positive regulation of neurogenesis; developmental growth involved in morphogenesis; developmental cell growth; regulation of GTPase activity; negative regulation of locomotion; synapse assembly; regulation of cell morphogenesis; dendrite morphogenesis; negative regulation of growth; regulation of cell junction assembly; neuron projection guidance; neuron projection extension; regulation of cell size; axon guidance; negative regulation of cell projection organization; regulation of axonogenesis; positive regulation of GTPase activity; regulation of small GTPase mediated signal transduction; negative regulation of nervous system development; negative regulation of neurogenesis; regulation of dendrite development; regulation of synapse assembly; axon extension; regulation of extent of cell growth; negative regulation of developmental growth",0.190168671448186,0.1296,"13"
"Up","Dbn1",39,10,"drebrin 1","positive regulation of cell projection organization; regulation of neurogenesis; regulation of membrane potential; dendrite development; positive regulation of nervous system development; regulation of cell growth; regulation of developmental growth; regulation of cellular component size; actin filament organization; regulation of synapse structure or activity; regulation of synapse organization; regulation of actin filament-based process; regulation of protein-containing complex assembly; regulation of supramolecular fiber organization; positive regulation of neurogenesis; developmental growth involved in morphogenesis; developmental cell growth; postsynapse organization; regulation of actin cytoskeleton organization; negative regulation of locomotion; regulation of cell morphogenesis; positive regulation of neuron projection development; locomotory behavior; dendrite morphogenesis; neuron projection extension; regulation of cell size; response to transforming growth factor beta; protein-containing complex localization; cellular response to transforming growth factor beta stimulus; regulation of axonogenesis; dendritic spine development; regulation of postsynapse organization; regulation of dendrite development; axon extension; neuron projection organization; regulation of extent of cell growth; regulation of postsynaptic membrane potential; dendritic spine organization; regulation of dendritic spine development",0.0285342245586886,0.8248,"13"
